MW,KEGG,PathBank,WikiPathways,PFOCR
ZZHLYYDVIOPZBE,False,,False,False
YLFMCMWKHSDUCT,False,False,False,False
LNEPOXFFQSENCJ,False,False,False,
ALFGKMXHOUSVAD,False,,False,False
ZCGOMHNNNFPNMX,False,,False,False
XADCESSVHJOZHK,False,False,False,False
DZZGGKPKWGPNJA,False,False,False,False
AHOUBRCZNHFOSL,False,False,False,
IPOPQVVNCFQFRK,False,False,False,
FAEKWTJYAYMJKF,False,,False,
WCNPJVPXLWJQIR,False,False,False,False
HDNHBCSWFYFPAN,False,False,False,False
WLWFNJKHKGIJNW,False,False,False,False
MBUVEWMHONZEQD,False,,False,False
MRBFGEHILMYPTF,False,False,False,False
PVOAHINGSUIXLS,False,False,False,
BXRNXXXXHLBUKK,False,False,False,
QWCRAEMEVRGPNT,False,False,False,
RUZYUOTYCVRMRZ,False,False,False,
FIVPIPIDMRVLAY,False,False,False,False
LSGOTAXPWMCUCK,False,False,False,False
IENZQIKPVFGBNW,False,False,False,
ITMLCHOGYDYPNT,False,False,False,False
VCKUSRYTPJJLNI,False,False,False,False
NWGGKKGAFZIVBJ,False,,False,False
CEUORZQYGODEFX,False,False,,False
PTVWPYVOOKLBCG,False,False,False,False
VRBKIVRKKCLPHA,False,False,False,False
PHLBKPHSAVXXEF,False,False,False,
XFZJGFIKQCCLGK,False,False,False,
NJBFOOCLYDNZJN,False,False,False,False
RONZAEMNMFQXRA,False,,False,False
DPBWFNDFMCCGGJ,False,False,False,False
NQNQKLBWDARKDG,False,False,False,False
PBJUNZJWGZTSKL,False,False,False,False
RGEVWUKXWFOAID,False,False,False,False
XUWHAWMETYGRKB,False,False,False,False
YCCMTCQQDULIFE,False,False,False,False
YPHMISFOHDHNIV,False,False,False,
SIDLZWOQUZRBRU,False,False,False,False
RHWSKVCZXBAWLZ,,False,False,False
VORBHEGMEBOMMB,,,False,False
JWFCYWSMNRLXLX,,,False,False
UJKPHYRXOLRVJJ,False,False,False,False
IQDRAVRWQIIASA,False,False,False,False
RKCAIXNGYQCCAL,,False,False,False
AJYZYPAMLMSWHG,False,False,False,False
KSFOVUSSGSKXFI,,,False,False
UHSGPDMIQQYNAX,,,,
HUHWZXWWOFSFKF,,,,False
KLSJWNVTNUYHDU,False,False,False,
SXDXRJZUAJBNFL,,,,
COXMGTTXHPRZBO,,,False,False
KVDQMARGGBLIJM,False,False,False,False
UYEUUXMDVNYCAM,False,False,False,False
CPNGPNLZQNNVQM,False,False,False,False
IDAICLIJTRXNER,False,False,False,False
FNYLWPVRPXGIIP,False,,False,
PINNBMAOEJRIQL,False,False,False,False
ZHQJVZLJDXWFFX,,False,,
KJKIEFUPAPPGBC,,,,False
LHQIJBMDNUYRAM,,False,,
PLSQMGZYOGSOCE,,,False,False
BMQYVXCPAOLZOK,,,,False
FNKQXYHWGSIFBK,,,False,
TVZGACDUOSZQKY,False,False,False,
HODZDDDNGRLGSI,False,False,False,
OZRNSSUDZOLUSN,,,False,False
OVBPIULPVIDEAO,,,,
QABAUCFGPWONOG,False,False,False,False
QBHQZPRDJMYEDG,False,False,False,False
MXQYRFPIGKAGPW,False,False,False,False
HKCYZTKHPLJZDR,,,,False
HWOZEJJVUCALGB,False,False,False,False
YQIFAMYNGGOTFB,,,False,False
PXZWKVIXSKSCFR,False,,False,False
QHNIUIKIRXYAAW,False,False,False,False
GLKCOBIIZKYKFN,False,False,False,
HNXQXTQTPAJEJL,False,False,False,False
VPVOXUSPXFPWBN,,,,False
VURKRJGMSKJIQX,False,False,False,False
MEANFMOQMXYMCT,,,,False
YCWUVLPMLLBDCU,,,False,False
MSTNYGQPCMXVAQ,,,,
AUFGTPPARQZWDO,,,,
VVIAGPKUTFNRDU,,,,
PBAYDYUZOSNJGU,False,False,False,
YIKYNHJUKRTCJL,False,False,False,False
BEJNERDRQOWKJM,False,False,False,False
XPCTZQVDEJYUGT,,False,False,
XENWQEOTDAQROM,False,False,False,False
XSDQTOBWRPYKKA,False,,,
NIOHELZQFBGCEO,False,False,False,
IPEHBUMCGVEMRF,False,False,False,
DJQOOSBJCLSSEY,False,False,False,False
NIPZZXUFJPQHNH,False,False,False,False
USHRADXTTYICIJ,False,False,False,False
LCZUOKDVTBMCMX,False,False,False,
DBZAKQWXICEWNW,False,False,False,False
PMSVVUSIPKHUMT,False,False,False,False
CAWHJQAVHZEVTJ,False,False,False,False
WXWWNANFOZVVLD,False,False,False,
VQFGDOHENLRPFB,False,False,False,False
DZMNWPSOYTUVJQ,False,False,False,False
ZFPORMYSWAHSAQ,False,False,False,False
RMMXTBMQSGEXHJ,False,False,False,False
RZEKVGVHFLEQIL,False,,False,False
GNUXVOXXWGNPIV,False,False,False,False
QWCJHSGMANYXCW,False,False,False,False
PAEYAKGINDQUCT,False,False,False,False
WRHZVMBBRYBTKZ,,False,,False
RGHPCLZJAFCTIK,False,False,False,False
ADSALMJPJUKESW,False,False,False,False
HNJBEVLQSNELDL,False,False,False,False
PEEHTFAAVSWFBL,False,False,False,False
HDFGOPSGAURCEO,False,False,,
WFOFKRKDDKGRIK,,,,False
FDWZAOGDOVQOLD,,,False,False
ZVJHJDDKYZXRJI,False,False,,
RHTAIKJZSXNELN,,,,False
AOMLMYXPXUTBQH,,,,False
DWAKNKKXGALPNW,,,,False
HAPOVYFOVVWLRS,False,False,False,
CEIZFXOZIQNICU,False,False,False,False
CNZIQHGDUXRUJS,False,False,False,False
VMWCRDCGNVMCGJ,False,False,False,False
PSUFRPOAICRSTC,False,False,False,False
LMFKRLGHEKVMNT,False,False,False,False
SFVVQRJOGUKCEG,False,False,False,False
QVCMHGGNRFRMAD,False,False,False,
HJSJELVDQOXCHO,,False,False,
MVWPTZQHBOWRTF,False,False,False,False
MEYMBLGOKYDGLZ,,,False,False
WYROLENTHWJFLR,False,,False,False
DPSPPJIUMHPXMA,False,False,,False
XTBMLWZKNWXUHV,False,False,False,False
IPJWEZOVCXECOG,False,False,False,False
LISFMEBWQUVKPJ,False,False,False,False
KKSIGOUTTVXAKQ,False,False,False,False
PMZDQRJGMBOQBF,False,False,False,
LWAFSWPYPHEXKX,False,,False,False
DECIPOUIJURFOJ,False,False,False,False
COBBNRKBTCBWQP,False,False,False,False
GOMVNCXQVLUIGA,False,False,False,False
NNOPDLNHPOLRRE,False,False,False,False
UHLHIYJDIQPKOU,False,False,False,False
HDHQZCHIXUUSMK,,False,False,False
ZXZKYYHTWHJHFT,False,False,False,
WRJPSSPFHGNBMG,False,False,False,False
HIYSWASSDOXZLC,,False,False,
XUKUURHRXDUEBC,False,,,False
OAJLVMGLJZXSGX,False,,False,False
FDJOLVPMNUYSCM,False,False,,False
DQOCFCZRZOAIBN,False,False,False,False
QXOMMGINPOYKPR,False,False,False,False
ATNHDLDRLWWWCB,,,,False
QPDWBRHRBKXUNS,,False,False,False
IQLDSMIBDORHSF,,False,False,False
KWOZSBGNAHVCKG,,False,False,False
RHKAAOSSVJEZNU,False,False,False,False
NSFSLUUZQIAOOX,,False,False,False
CJLVUWULFKHGFB,False,,False,False
IEGUQQKIFBYXLG,,,False,False
HTJMXYRLEDBSLT,False,False,False,False
JBMKAUGHUNFTOL,False,,False,False
BKYKPTRYDKTTJY,False,False,False,False
JZUFKLXOESDKRF,False,,False,
FLOSMHQXBMRNHR,False,False,False,False
PHWBOXQYWZNQIN,False,,False,
HCRKCZRJWPKOAR,False,False,False,False
YNFYCBDMMKUYKX,False,False,False,False
PSYRIJIIQVMBLR,False,False,False,False
ISXOBTBCNRIIQO,False,False,False,
MZOYMQRKTJRHGJ,False,False,False,False
DZJGBWIIRBMCFS,False,False,False,False
UAGFAMQTBLSQSU,False,False,False,False
IAVUPMFITXYVAF,False,False,False,False
ZFSLODLOARCGLH,,False,False,
JDSHMPZPIAZGSV,,False,False,False
YSKUZVBSHIWEFK,,False,False,False
MASBWURJQFFLOO,,False,False,False
RQVGAIADHNPSME,False,False,False,False
XAUDJQYHKZQPEU,False,False,False,False
OORLZFUTLGXMEF,False,False,False,False
SQYNKIJPMDEDEG,False,False,False,False
NBAKTGXDIBVZOO,,,,False
CXQXSVUQTKDNFP,False,False,False,False
OXBIRPQQKCQWGV,,,,False
ODHAQPXNQDBHSH,False,False,False,False
WQOXQRCZOLPYPM,False,False,False,False
CZUGFKJYCPYHHV,False,False,False,False
KKYSBGWCYXYOHA,False,False,False,False
UBJVUCKUDDKUJF,False,False,,
QMMFVYPAHWMCMS,,,False,False
YODZTKMDCQEPHD,False,False,False,False
YWHLKYXPLRWGSE,False,False,False,
KBPBOWBQRUXMFV,False,False,False,False
GJRCLMJHPWCJEI,False,False,False,False
UFULAYFCSOUIOV,,,,
WQABCVAJNWAXTE,False,False,False,False
DGVVWUTYPXICAM,False,False,,
LMEKQMALGUDUQG,,,False,
NKNFWVNSBIXGLL,False,False,False,False
HAKZNKDZKQNRNW,False,False,False,False
LUEYTMPPCOCKBX,False,False,False,
ZOJBYZNEUISWFT,,False,,False
UMGDCJDMYOKAJW,False,False,False,
IOVUOUZQSDBAQN,False,False,False,False
ALVPFGSHPUPROW,False,False,False,False
NRZWQKGABZFFKE,False,False,False,False
JKOQGQFVAUAYPM,False,False,False,False
UHXUZOCRWCRNSJ,False,False,False,False
HHVIBTZHLRERCL,,False,False,
IAZDPXIOMUYVGZ,,,False,
BAZSXBOAXJLRNH,False,False,False,False
GUVLYNGULCJVDO,False,False,False,False
RQQOEIJLJPCYJR,,False,False,False
LYDBAPNRLUDIAS,,False,,False
FAYWFTGEUVDVPA,False,False,False,False
UTSVPXMQSFGQTM,,False,False,
IWDFTRSGZDSLDE,,False,False,False
YCYXQISGHUDFRO,,False,False,False
UGEKKXLEYACFTD,,False,False,False
HJYYPODYNSCCOU,,False,False,False
UORKIKBNUWJNJF,False,False,False,False
BTLXPCBPYBNQNR,False,False,False,False
AVSZOSVPTLSHOV,False,False,False,False
RZVHIXYEVGDQDX,,False,False,False
DZKIUEHLEXLYKM,,False,False,False
RGCKGOZRHPZPFP,False,False,False,
AFHJQYHRLPMKHU,False,False,,False
VSMBLBOUQJNJIL,False,False,False,False
MWPLVEDNUUSJAV,,False,False,False
NUZWLKWWNNJHPT,False,False,False,False
BBFQZRXNYIEMAW,False,False,,False
VUPMYTWJSPRETC,False,False,False,False
ZMDXTRSTKHTSCE,False,False,False,False
TYNLGDBUJLVSMA,False,False,False,False
FBPGRTYADYGYRG,False,False,False,False
AFMYMMXSQGUCBK,False,False,False,False
CUUCCKPDUGAXQQ,False,False,False,False
AFMVESZOYKHDBJ,,False,False,False
NIHNNTQXNPWCJQ,,False,False,
AEQMIFRODRFTJF,False,False,False,False
QBQXQYSJPWXZJL,,False,False,False
BTXNYTINYBABQR,False,False,False,False
XUMBMVFBXHLACL,False,,,
KKZJGLLVHKMTCM,False,False,False,
YNPNZTXNASCQKK,,False,False,False
GAPWCQHXCIXKLV,False,False,False,False
OOKBSCGBRWBGFL,False,False,False,False
BBNQQADTFFCFGB,False,False,False,False
FCDLCPWAQCPTKC,False,False,False,
NSKLWYCTXNPUBB,,False,False,False
OVIPDYYHLHEFDF,False,False,False,False
BABJNKGTTYCTOO,,False,False,False
AOJJSUZBOXZQNB,,,,
XREUEWVEMYWFFA,,False,False,
STQGQHZAVUOBTE,,False,False,
ZJBMQVPEJHVSQA,False,False,False,False
NZVQLVGOZRELTG,,False,False,False
KHBJLRRAMCJZLZ,False,False,False,False
IRSFLDGTOHBADP,False,False,False,
AZQWKYJCGOJGHM,,,,False
AMKNOBHCKRZHIO,False,False,False,False
DGFLRNOCLJGHLY,False,False,False,False
HKIKAXXIWJHWLY,False,False,False,False
XSSGQRFNGHRFBC,False,False,False,False
HSMPDPBYAYSOBC,,False,False,False
RQTOOFIXOKYGAN,False,False,False,False
UZHDGDDPOPDJGM,,False,False,False
BXPDHYNAAYOQOQ,False,False,False,False
CCTJHVLTAJTPBV,False,False,False,False
NOKUEYSCIIGRDQ,False,False,False,False
NEZONWMXZKDMKF,,False,False,
MTOHOIPTYJIUCH,False,False,False,False
KUCQYCKVKVOKAY,False,False,False,
DVSATZLPJVYIRI,False,False,False,False
VJMJISPSGHVBBU,False,False,False,False
MXLWQNCWIIZUQT,False,False,False,False
OSDFYZPKJKRCRR,False,False,False,False
KILMMLMKSQWMTN,False,False,False,False
RROPNRTUMVVUED,False,False,False,False
UCEGSXPHVOXHBN,False,False,False,False
FNZZYRONWCJZTM,False,False,False,False
DWPXLJQPGHLLCH,False,False,False,False
KQPYUDDGWXQXHS,False,False,False,False
DJBNDURQGGCIGN,False,False,False,False
CWPGNVFCJOPXFB,False,False,False,False
MJVAVZPDRWSRRC,,False,,
FRASJONUBLZVQX,,False,False,False
VCMMXZQDRFWYSE,False,False,False,False
RTWVXIIKUFSDJB,False,False,False,False
BIJOPUWEMBBDEG,False,False,False,False
RKJCLPSFLUKWQY,False,False,False,False
GHZHWDWADLAOIQ,False,False,False,False
WWFOQQIWOKJBSJ,False,False,False,False
BPHFBQJMFWCHGH,,,,False
IUMFLNFLJUUODE,False,False,False,False
LUKBXSAWLPMMSZ,,False,,False
RGLYKWWBQGJZGM,False,False,False,
QVLMUEOXQBUPAH,False,False,False,False
NLORYLAYLIXTID,False,False,False,False
IKACRWYHQXOSGM,False,False,False,
CDRPUGZCRXZLFL,,False,False,
HSTZMXCBWJGKHG,False,False,False,
RZJQGNCSTQAWON,False,,False,
SYHDSBBKRLVLFF,False,False,False,
JUHXHWKPHWGZKL,False,False,False,False
NHNIESSJWQBRJW,False,False,False,False
IFNAQIAMTNJLIF,False,False,False,False
APHJPNXEBUUMKB,False,False,False,False
WTSFSOWKXDTLJX,False,False,False,False
KDXFPEKLLFWHMN,False,False,False,
GEZHEQNLKAOMCA,False,False,False,False
JJUNZBRHHGLJQW,False,False,False,
XOXYHGOIRWABTC,False,False,False,
MTQVPZUZBBTLNO,False,False,False,False
UCLUVPCGXYTYEK,False,False,False,False
JUZGXATTXYZBGK,False,False,False,False
XRVLGJCHUWXTDX,False,False,False,False
AEDDIBAIWPIIBD,False,False,False,False
COQAPWLZSHQTKA,False,False,False,False
AQZHBCDRWFMXIN,False,False,False,False
BBNDPXOGORGETN,False,False,False,False
ZMAODHOXRBLOQO,False,False,False,False
GBOGMAARMMDZGR,False,False,,False
FWDXZNKYDTXGOT,False,False,False,False
SVSWTEAHRCVGAR,False,False,False,False
FABUFPQFXZVHFB,False,False,False,
NWKFECICNXDNOQ,False,False,False,False
LVLDBAMRQAHLTF,False,False,False,False
RKWHWFONKJEUEF,,,False,
COAWNPJQKJEHPG,False,,False,False
FFNDMZIBVDSQFI,False,False,False,False
GDNIGMNXEKGFIP,False,False,False,False
KZMACGJDUUWFCH,False,False,False,False
CILLXFBAACIQNS,False,False,False,
XVFMGWDSJLBXDZ,,,,False
XFDQJKDGGOEYPI,False,False,False,False
MTJMCDKXNOATIZ,False,False,False,False
PJBHNEIXNNZROX,,False,False,False
FWKBXSPDFCAHFN,False,False,False,False
GJWXCPDVDRIBKP,False,False,False,False
UKRJEVDCOVVSAB,False,False,False,False
NSEWTSAADLNHNH,False,False,False,False
YCXRBCHEOFVYEN,False,False,False,False
UDOOPSJCRMKSGL,False,False,False,False
ABGIIXRNMHUKII,False,False,False,False
PEKZTKWPHQWTIM,False,False,False,False
UPXIBKPHJYQSGP,False,False,False,False
QTLVRDBUJNNTDS,False,False,False,False
DQFBYFPFKXHELB,False,False,False,
PSHNFUINYKNYTK,False,False,False,False
DXDRHHKMWQZJHT,,,False,False
YXLKVASXUULQJH,False,False,False,False
LCVFSTYKCUWPRP,False,False,False,False
VGEREEWJJVICBM,,False,False,
IOUVKUPGCMBWBT,,False,False,
KGNWKZGVYSTAOX,False,False,False,False
JWHAUXFOSRPERK,False,False,False,False
AMMAXRCDDGJGFY,False,False,False,False
QWXXXRFASGFHKU,False,False,False,False
HJBWJAPEBGSQPR,False,False,False,
YTFVRYKNXDADBI,False,False,False,False
YPXHXDXMTWPQTO,False,False,False,False
PTNLHDGQWUGONS,,False,False,False
HLGBXKIGYXVIFU,False,False,False,False
NGSWKAQJJWESNS,,False,,False
XHSNXOZZHHJDDX,False,False,False,False
IKASMYQBXBUEQS,False,False,False,False
KKSDGJDHHZEWEP,,,,False
PMOWTIHVNWZYFI,,False,False,
VMUXSMXIQBNMGZ,,False,False,False
RYDWGVPXXFYEQD,False,False,False,False
VXIXUWQIVKSKSA,False,False,False,False
PSGQCCSGKGJLRL,False,False,False,False
HSHNITRMYYLLCV,False,False,False,False
ARQXEQLMMNGFDU,False,False,False,False
FUYLLJCBCKRIAL,False,False,False,False
SYTYLPHCLSSCOJ,,False,False,False
GLNDAGDHSLMOKX,False,False,False,False
AFYCEAFSNDLKSX,False,False,False,False
LIFAQMGORKPVDH,False,False,False,False
DLHXRDUXNVEIEY,False,False,False,False
VABCILAOYCMVPS,False,,,False
ILEDWLMCKZNDJK,,False,False,
DBMJZOMNXBSRED,,False,False,False
PMBLOLOJQZPEND,False,False,False,False
NXJCRELRQHZBQA,False,False,False,False
ZYGHJZDHTFUPRJ,,False,,False
JRHMMVBOTXEHGJ,False,False,False,False
DOBMPNYZJYQDGZ,False,,,
XHCADAYNFIFUHF,False,False,False,False
CRSFLLTWRCYNNX,False,False,False,False
RFWULRHBGYKEEZ,False,False,False,
ZTMPDTJBTNGZJH,False,False,False,False
WZUVPPKBWHMQCE,False,False,False,False
SVCPILBFQWTZFW,False,False,False,False
NMCFFEJWADWZTI,,False,False,False
YJQPYGGHQPGBLI,,False,False,
MBRLOUHOWLUMFF,False,False,False,False
GUAFOGOEJLSQBT,,False,False,False
RODXRVNMMDRFIK,,False,False,
SGTCGCCQZOUMJJ,,False,False,False
ORHBXUUXSCNDEV,,False,,
LJOOSFYJELZGMR,False,False,False,False
PJVWKTKQMONHTI,False,,False,False
POCRQIUFZUZJBZ,False,False,False,False
ZZIALNLLNHEQPJ,,False,False,
URMVEUAWRUQHON,False,False,False,False
YABIJLLNNFURIJ,False,False,False,False
JOMJKDWBAPDZIF,False,False,False,False
XQDCKJKKMFWXGB,False,False,False,False
HLDKSMAKRMIKKX,False,False,False,False
LCXKYLMSILXZFG,False,False,False,False
HCNLDGTUMBOHKT,False,False,False,False
IHPVFYLOGNNZLA,False,False,False,False
SBHXYTNGIZCORC,,,,False
DYHOLQACRGJEHX,False,False,False,
ZONYXWQDUYMKFB,,False,False,False
DAWSYIQAGQMLFS,False,False,False,False
MSNZOIOBTIHJTL,False,False,False,False
AIONOLUJZLIMTK,,False,,False
QSLBWGKNSBMTJL,False,False,False,
ADSYMQORONDIDD,,False,,False
QUQPHWDTPGMPEX,False,False,,False
FURUXTVZLHCCNA,,,False,
DEMKZLAVQYISIA,False,False,False,
FTVWIRXFELQLPI,,,,False
DLIKSSGEMUFQOK,,False,,
DFPMSGMNTNDNHN,,False,,False
HXTFHSYLYXVTHC,False,False,False,False
QRCTUFJCBXMBPP,False,False,False,False
NLAWPKPYBMEWIR,False,False,False,False
NEPMMBQHELYZIW,False,False,False,False
CRPGUMMYQABYES,False,False,False,False
IORSRBKNYXPSDO,False,False,False,False
GSLOHPSPTJDYHS,False,False,False,False
WQCJOKYOIJVEFN,,False,False,
YEDFEBOUHSBQBT,False,False,False,False
UQOJAGBSKPHQOG,,False,False,False
FDRYLJGFQYHFHZ,False,False,False,False
PADQINQHPQKXNL,,,,
KJXSIXMJHKAJOD,,False,,False
ATJOIGKHVRPLSM,False,False,False,False
GRDZTDZJQRPNCN,False,False,False,False
CXQWRCVTCMQVQX,,,,
MKTFRRIBCBTOKJ,False,False,False,False
YRVPIFONAVRLMJ,False,False,False,False
PFTAWBLQPZVEMU,,,,
MPDDNOZYQCUCDA,False,False,False,False
YOVYWMDLYSJYPO,False,False,False,False
BZAMUAIUOGNDPV,False,False,False,False
XMOCLSLCDHWDHP,,False,,False
RKUDRJTZBDEGNP,False,False,False,False
VFZYLYJWCROVLO,False,False,False,False
SBZWTSHAFILOTE,,,,False
SWCSSABAWPGWAQ,False,False,False,False
ADIMMCHZVYYGPW,False,False,False,False
WZGAICRUQPMGRL,False,False,False,False
DANYIYRPLHHOCZ,,False,,False
OUGIDAPQYNCXRA,False,False,False,False
YEALILHFFIHIQL,False,False,False,False
VYIDBRYAABOPSC,False,False,False,False
JCDWUNUFICKNAT,False,False,False,False
PJJFYUAXYSKODT,False,False,False,False
LCAWNFIFMLXZPQ,,False,False,False
VFMMPHCGEFXGIP,False,False,False,False
MQGPSCMMNJKMHQ,False,False,False,False
VZZSHWGQMLXLPF,False,False,False,False
KZNIFHPLKGYRTM,,,,
JXWAQRJFONLTSI,False,False,False,False
KMOUJOKENFFTPU,,False,,
NTDLXWMIWOECHG,,False,False,False
JVLAUHJNDLMVDW,False,False,False,False
KIGVXRGRNLQNNI,False,False,False,False
KPCRYSMUMBNTCK,,False,False,False
HJNJAUYFFFOFBW,False,False,False,
IKIIZLYTISPENI,False,False,False,False
GQAGUHWGUCXTSY,False,False,False,False
JLSQXYITDXJTKL,False,False,False,False
RTIXKCRFFJGDFG,,False,False,
JRFZSUMZAUHNSL,False,False,False,False
SCZVLDHREVKTSH,,False,False,False
IMEYGBIXGJLUIS,False,False,False,
ZASFHSAGASJGRN,False,False,False,False
VOEVEGYLKQKGLZ,False,False,False,False
WDORQCNPRNPVNA,False,False,False,False
RCISIXJGNBXXPZ,False,False,False,False
MBNGWHIJMBWFHU,False,False,,False
GZSOSUNBTXMUFQ,False,False,,False
SLUGCDLLXDGNNT,False,False,False,False
WYKWHSPRHPZRCR,False,False,False,False
VHBFFQKBGNRLFZ,False,False,False,False
QBUWNMMELNULIT,False,False,False,False
JPMYFOBNRRGFNO,False,False,,
YRRAGUMVDQQZIY,False,False,False,
DMAOYRIREVHKFQ,False,False,False,False
SJRXVLUZMMDCNG,False,False,False,
MDKYYFBRCUVEAN,False,False,False,False
OTHGANFGYSWHJH,False,False,False,False
GOMNOOKGLZYEJT,False,False,False,False
IZQSVPBOUDKVDZ,False,,,False
UIDGLYUNOUKLBM,False,False,,False
KOMUHHCFAXYRPO,False,False,False,False
MYXNWGACZJSMBT,,False,False,
HZEWHESQZMJCAC,False,False,False,False
PUPKKEQDLNREIM,False,False,,False
IYRMWMYZSQPJKC,,,,False
JPUKWEQWGBDDQB,,,,
RTATXGUCZHCSNG,,False,,False
OBSPVONVWCVMCK,False,False,False,False
MGAFCXOXRHSKIA,,False,False,False
ZEJXENDZTYVXDP,False,False,,False
LKPQNZRGGNOPPU,False,False,False,False
CFYMYCCYMJIYAB,,False,False,False
YDCRQLJCXBNURP,False,False,False,False
IQPNAANSBPBGFQ,,,,
OPANBGHBBMSMQC,False,False,False,False
RNDGJCZQVKFBPI,False,False,False,False
PEFNSGRTCBGNAN,,False,,False
JETSDIPTVSZMLI,False,False,False,False
XFFOMNJIDRDDLQ,False,False,False,
IKMDFBPHZNJCSN,,False,,False
MBWOCQLTCWTIJE,False,False,False,False
DCYOADKBABEMIQ,False,False,False,False
XBGYTZHKGMCEGE,False,False,False,False
PDOZWYOOYIYRHV,False,False,False,False
ZFKKRRMUPBBYRS,False,False,False,False
LNOHXHDWGCMVCO,False,False,False,False
JMIFIYIEXODVTO,False,False,False,False
ZULMKQMCPUKDTD,False,False,False,False
MHPSUMPGWBYSSV,False,False,False,False
MJKSKSYTKXRLCZ,False,False,False,False
FPVULWYLWQPXST,False,False,False,False
REFJWTPEDVJJIY,,,,
OVSQVDMCBVZWGM,,,,False
NBQPHANHNTWDML,,False,False,False
OXGUCUVFOIWWQJ,,,,False
PEFASEPMJYRQBW,False,False,False,False
IKGXIBQEEMLURG,,False,,
DLVLXOYLQKCAME,False,False,False,False
FPLMIPQZHHQWHN,False,False,False,False
KAPZSMYEZDLAFB,False,False,False,False
ULSUXBXHSYSGDT,False,False,False,
UGZWTXLNQDTBED,False,False,False,False
HRGUSFBJBOKSML,False,False,False,False
YFDRNZOCVRPNBL,False,False,False,False
FIAAVMJLAGNUKW,False,False,False,
SGEWCQFRYRRZDC,,False,False,False
OQIQSTLJSLGHID,,False,,
XDROKJSWHURZGO,,False,False,
RVGGCRQPGKFZDS,False,False,False,False
KPLBOWKEQXYXSD,False,False,False,False
GIJHDGJRTUSBJR,,False,False,False
FYCCCUNGXGKNJV,False,False,False,False
OLOOJGVNMBJLLR,False,False,False,False
DFMAXQKDIGCMTL,,False,False,
YQBNJPACAUPNLV,False,False,False,False
ADFCQWZHKCXPAJ,,False,False,
QISUKJAAXYVLMA,False,False,False,False
HKEAFJYKMMKDOR,,False,False,
IIQJLBKXWGKSKE,False,False,False,False
WBOWBLGZAXVREM,,False,False,False
JIJYZALGIIQXKE,False,False,False,False
KJGPBYUQZLUKLL,False,False,False,False
WUADCCWRTIWANL,,False,False,False
GCAIEHBYLQNGAF,False,False,False,False
ALFNTRJPGFNJQV,False,False,False,False
RYYWWFXWFMYKJM,False,False,False,False
AWLFGFDTGPLHKG,False,False,False,False
ZQSIJRDFPHDXIC,,False,False,False
MMIBOZXVZLENRZ,False,False,False,False
KYQZWONCHDNPDP,,False,False,False
GYLUFQJZYAJQDI,,False,False,False
AZKZPXFWTQSDET,False,False,False,False
JHYXBPPMXZIHKG,,False,False,
HVGQBDGAJOAKIO,False,False,False,False
HKQYGTCOTHHOMP,,False,False,False
TZBJGXHYKVUXJN,,False,False,False
DXYUAIFZCFRPTH,,False,,False
OZBAVEKZGSOMOJ,,False,False,False
MERHMOCEIBOOMA,False,False,False,False
HWJXKLRHGKKFBY,False,False,False,False
GGWMNTNDTRKETA,False,False,False,False
DCTLJGWMHPGCOS,False,False,False,False
FZVQFYVMVHEMPU,False,False,False,False
KNJNBKINYHZUGC,,False,False,
ODMIEGVTNZNSLD,,False,False,False
FXTIILIJTTYSLT,False,False,False,False
SMHBZVSVLIBGGO,False,False,False,False
BGEBZHIAGXMEMV,,False,,False
KLYHONUCJQKOKE,False,False,False,False
DTFARBHXORYQBF,False,False,False,False
KVYNYRIOAYQBFK,,False,False,
WTGKDESIYCVAOP,False,False,False,False
ITVGXXMINPYUHD,False,False,False,
JDJPNKPFDDUBFV,,False,False,
KSSHIKBOZWMDTR,False,False,False,False
VHCQVGQULWFQTM,False,False,False,False
BMLIIPOXVWESJG,False,False,False,False
KEZLDSPIRVZOKZ,False,False,False,False
BHGCRZWUKWPRDM,False,False,False,False
XFZJEEAOWLFHDH,False,False,,False
SZUPCOMPPYQJSI,False,False,False,False
WYIDBNAGSMCMET,,False,False,False
YIFYYPKWOQSCRI,,False,,
OFWYIUYVHYPQNX,False,False,False,False
VGSYCWGXBYZLLE,,False,False,False
NIDRYBLTWYFCFV,False,False,False,False
BGXFQDFSVDZUIW,False,False,False,
VSSFKDAMVNYAEJ,False,False,False,False
ABUBWVZSQKAKIK,False,False,False,False
JFVKWCYZKMUTLH,False,False,False,False
TXNSUHKZCOMFPN,False,False,False,False
UMORYJJPSIXKBM,False,False,False,False
DGLSPEHHYIIOPE,False,False,False,False
RZZBXVGBWLOHHV,False,False,False,False
JUVIOZPCNVVQFO,,False,,
PREBVFJICNPEKM,False,False,False,
VFLDPWHFBUODDF,False,,,
LBTVHXHERHESKG,False,,False,False
HERSSAVMHCMYSQ,,False,False,False
SUYRLXYYZQTJHF,False,False,False,
QTQAWLPCGQOSGP,False,False,,False
MCAHMSDENAOJFZ,False,False,,False
DWSNNJANRGBGNU,,False,False,False
ATEBXHFBFRCZMA,False,False,False,False
JQXXHWHPUNPDRT,,False,False,
PHKOJKSYBBXXED,,False,False,False
WDZCUPBHRAEYDL,False,False,False,
CBPNZQVSJQDFBE,False,False,False,
NZUJVBSYQXETNF,,False,False,
WWWXDCNRNMZGEN,,False,False,False
RIKPNWPEMPODJD,False,False,False,False
