MW,KEGG,PathBank,WikiPathways,PFOCR
RZRNAYUHWVFMIP,False,,,False
WECGLUPZRHILCT,False,,False,False
GPLRAVKSCUXZTP,False,False,False,False
OOWQBDFWEXAXPB,False,False,False,False
OGBUMNBNEWYMNJ,False,False,False,False
MBXVIRZWSHICAV,False,False,False,False
DUXYWXYOBMKGIN,False,,False,False
PVNIQBQSYATKKL,False,,False,False
FBFWDBGUSMGXPI,False,False,False,False
DCXXMTOCNZCJGO,False,,False,False
IZTDYXKTXNJHMQ,False,False,False,False
DMBUODUULYCPAK,False,,False,False
UYXTWWCETRIEDR,False,False,False,False
URAYPUMNDPQOKB,False,False,False,False
PTPPKXVNJJIECF,False,,False,False
XKILFGZWURXBMZ,False,False,False,False
NLUAFMYCWYEMNU,False,False,False,False
ZSYIWOLPCWFNTL,False,False,False,False
DROPZFYLKZBLFH,False,False,False,False
WNRZGDZZPBUTHZ,False,False,False,False
OOOVMUWRONRMFM,False,False,False,False
OHMWCXDRHYCCRS,False,False,False,False
VRPHWKNQUXYIKS,False,False,False,False
SKKHGNWTJNFNNC,False,False,False,False
PHQFPHNJHDEXLJ,False,,False,False
PORPENFLTBBHSG,False,,False,False
DCTKYKGNFQBCHY,False,False,False,False
YFWHNAWEOZTIPI,False,,False,False
SMKCHYSMGXTRHL,False,,False,False
JBYLZZHNRAGUDF,False,False,False,False
VXUOFDJKYGDUJI,False,,False,False
ASWBNKHCZGQVJV,False,,,
YHGXYYIGHBPDMX,False,False,False,False
YBUXFQUGNPBZPS,False,False,False,False
FKSLBYVOWOXWMB,False,False,False,False
VLBPIWYTPAXCFJ,False,,,False
XKBJVQHMEXMFDZ,False,False,,False
YUXQHZHXNCZICU,False,False,False,False
BYMZZQJJOHDZOU,False,False,False,False
LZRRAULJOVYLHT,False,False,False,False
KRRFXAFWBWXGHS,False,False,False,False
HBDDPDCWQRQTDQ,False,False,False,False
KHBYFGSOHHSLQJ,False,False,False,False
WYKBXGAXGHENAM,False,False,False,False
STLGSPGBYIURQE,False,False,False,False
WOTHHEHCEYHCFE,False,,False,False
XICKKYKPOSFLFP,False,False,False,False
PXPSGTINXJQLBR,False,False,False,False
JSUKODYFWIPWCD,False,False,False,False
QFZSBLJYDQLBAG,False,False,False,False
BIIIEBBIUJYGBZ,False,False,False,False
PEBKRUKXUJTZIZ,False,False,False,False
VHKWWPPIMCFCOI,False,False,False,False
GTFLTTXDLGEBAI,False,False,False,False
BKEDGKIMIUGHDV,False,False,False,False
BVCZSMAYNCVQDT,False,False,False,False
UWZMUJQZEJOLID,False,False,False,False
ZJMRQFZKFMJBAX,False,False,False,False
LYTUERCDYBANSA,False,False,False,False
OZQMKPUQMDJPII,False,False,False,False
BJUWREINODTBMO,False,False,False,False
VEFYEDTZGQHANS,False,False,False,False
ABPHEYJTIIVLAT,False,False,False,False
MLKLDGSYMHFAOC,False,,False,False
XCCDCYFQYUARAY,False,False,False,False
IJFVSSZAOYLHEE,False,,,False
RLNYFMQMIIHWFV,False,False,False,False
CITHEXJVPOWHKC,False,,False,False
RFVFQQWKPSOBED,False,,False,False
LJARBVLDSOWRJT,False,,False,False
YRPIPTLNMAZBQO,False,False,False,False
KILNVBDSWZSGLL,False,,,
RTWAYAIMWLNAJW,False,False,False,False
NRJAVPSFFCBXDT,False,,False,
CJXPNBSAXZBLEC,False,False,False,False
YKIOPDIXYAUOFN,False,,False,False
QFFSGJSMHPWZOB,False,False,False,False
HRTBOPUWPUXROO,False,,False,False
KBBGBKMDBWZWKN,False,False,False,False
BRMQVYWPXKOUGR,False,False,False,False
VUKYXYWCFFKPMX,False,False,False,False
NDIULWDDKANRGE,False,False,False,False
XUXKVNJUTDUDAN,False,False,False,False
NRMPAIZEDWJYJB,False,,False,False
FKKQTPSAOKTRJE,False,False,False,False
IAIVFYAUTATQNK,False,False,False,False
HPGJUDXZGAWGNA,False,False,False,False
SMCIMIVDFKOLFQ,False,False,False,False
IDNDMOLBJWTMEL,False,False,False,False
FENSRZKRANTRCP,False,False,False,False
NRZNLEPSUSYKFY,False,False,False,False
QCPADKHVNCTIOO,False,False,False,False
CBAHOKDELPGZAO,False,False,False,False
JSYKWBZKWYLRGF,False,False,False,False
LAZBGGGWTWUDPN,False,False,False,False
HCPIJFQUDFIULL,False,False,False,False
OUQOGWWWIWRQDT,False,False,False,False
MCJOKLHUGODKBY,False,False,False,False
COMNHYOGHHBFPX,False,False,False,False
ZPAHEHCWXXKQHB,False,False,False,False
ATESAYJSNZPXMJ,False,False,False,False
KKOSJVWUOHEQKA,False,,False,False
ZLGYVWRJIZPQMM,False,,False,False
NEZDNQCXEZDCBI,False,,False,False
SKVKIGSFTGVBOX,False,,False,False
SLKDGVPOSSLUAI,False,,False,False
ZGGNMPIUHBORSG,False,False,False,False
YSFFAUPDXKTJMR,False,False,False,False
LVNGJLRDBYCPGB,False,,,False
MXWNYUIXXPDBSG,False,False,False,False
KPHQJKTZXVNUHH,False,,False,False
XHJGOABPOOJSLB,False,False,False,False
KDCITXXHABCTEC,False,False,False,False
TZFNCLDMKUFURD,False,,False,False
PAGKVQGBMADPCS,False,False,False,False
YMVYHWYNADAKFB,False,False,False,False
KSXKYVNUZUBFOB,False,False,False,False
WQBRACRDCLBINP,False,False,False,False
QJABVEFPWVGZDY,False,False,False,False
VXTCOWXCSQNRKM,False,False,False,False
HEKYKUXTGUKOIP,False,False,False,False
IOLZSQRFJBMYSU,False,,False,False
BPHQZTVXXXJVHI,False,False,False,False
YWGQFCQRZHYWAU,False,,False,False
BIABMEZBCHDPBV,False,,False,False
ZBVHXVKEMAIWQQ,False,False,False,False
FVJZSBGHRPJMMA,False,,False,False
RRIFVJOWSBHACL,False,,False,False
BRMRWYDGBOYSQF,False,,False,False
MXAFDFDAIFZFET,False,,False,False
WVUNFFREXHOCKE,False,False,False,False
GWYSAUQZMMEQIW,False,False,False,False
HBZWWUBLPYYGIR,False,False,False,False
QGQXZDDBSBAZKA,False,False,False,False
DAJWPQITDOHFGF,False,False,False,False
NDVSKYSVMXZWPO,False,False,False,False
VMJRELYANFFHLC,False,False,False,False
LYBDVVBIMGTZMB,False,,False,False
OFVAIXJLDBACOV,False,False,False,False
IBUKXRINTKQBRQ,False,,False,False
GRYRXZZDRGDRHB,False,False,False,False
FQZQXPXKJFOAGE,False,,False,False
GVKGCJKZKGYBQB,False,False,False,False
WTHMLPWOAYXTPP,False,False,False,False
UJEVNPCKESBVQY,False,False,False,False
RMTHMHXQMVNGRH,False,False,False,False
OHIPNGBMAJNIFN,False,False,False,False
RIYHSEZNQJTWAJ,False,False,False,False
AJOYHSFHWNENJT,False,False,False,False
JGHDDBCMNBCPBJ,False,False,False,False
DLCOCSWFUKNXGG,False,False,False,False
VOCXCSIAZYJCOV,False,False,False,False
YPNMTWJGJHUFTL,False,False,False,False
CRNHCTGXEIEELY,False,False,False,False
AIMMXYVYQAUGRA,False,False,False,False
SVYAEHHROLLGCM,False,False,False,False
FQGGGDDJZMNTTN,False,False,False,False
BSYSTFKERYSAHH,False,False,False,False
NKXLDMGVRMJVER,False,False,False,False
YEQKKLBVJZNCHI,False,False,False,False
ODKJOJSLMBXNQO,False,False,False,False
KAQCYJSOZNMPSF,False,False,False,False
NPOIIMNANXFHJY,False,False,False,False
LRIPXDCMGANCAE,False,,False,False
RHODCGQMKYNKED,False,,False,False
WKJDWDLHIOUPPL,False,,False,False
NRQQGYJXZDJFLL,False,,False,False
KLFKZIQAIPDJCW,False,,False,False
SCWVNRVOGVIXNF,False,False,False,False
TZCPCKNHXULUIY,False,,False,False
LWULKYWSUOIQRQ,False,,False,False
BZUOFMNSSGKDLJ,False,,False,False
WLYRJURLXSFXRK,False,False,False,False
VMEJANRODATDOF,False,False,False,
XFQXBYAOHZIDSQ,False,False,False,False
MWJAXRZVJODRGN,False,False,False,False
ISCQYPPCSYRZOT,False,False,False,False
DWONJCNDULPHLV,False,False,False,False
HCZKYJDFEPMADG,False,False,False,
PUETUDUXMCLALY,,False,False,False
SEBFKMXJBCUCAI,False,False,,
HGXBRUKMWQGOIE,,False,False,False
GMLDZDDTZKXJLU,,False,False,
FBAPMDCZDDOJRF,False,False,False,False
NRUKOCRGYNPUPR,False,,False,
XZAXGQMTBGFTFE,False,False,False,False
HVDGDHBAMCBBLR,False,False,False,
GCKJJXWIYAKHOA,False,False,False,False
GMMUGQUFVSNVPO,False,False,False,False
DWFHIYSLVLLZKO,False,False,False,False
LYFOYYRLDJCZCQ,False,False,False,False
HJFRSLWAEJLLNY,False,False,False,False
XBNMUUWVWXAQRS,False,False,False,False
HHJCYAQJCVYAQV,False,False,False,False
IUQGBHRJUZETOZ,False,False,False,False
XORLJVFIWPZUFM,False,False,False,False
NQOWMBCPCPWXEL,False,False,False,False
ZTCBWFLKEVJFKH,False,False,False,False
LVKKTHQQYLXOKU,False,False,False,False
QOTXBMGJKFVZRD,,False,,
DPQCUJNLDYKSFE,False,False,False,False
KVQFZGVDNRPKSJ,False,False,False,False
TYWVEXPULUUHCC,False,False,False,False
VWWQXMAJTJZDQX,,,,
YPZRHBJKEMOYQH,,,,
VDXLUNDMVKSKHO,,,,False
PMCOGCVKOAOZQM,,,,False
AHPWEWASPTZMEK,,False,False,False
XKACFVWLVYRWGZ,False,False,False,False
RTRQQBHATOEIAF,False,False,,
NOTGFIUVDGNKRI,,,,False
PDACUKOKVHBVHJ,,,,False
HLRUKOJSWOKCPP,,False,False,False
XFVULMDJZXYMSG,,,,False
ABCOOORLYAOBOZ,,,,
NAQGHJTUZRHGAC,,,,
BAWFJGJZGIEFAR,,,,
BOPGDPNILDQYTO,,,,False
XJLXINKUBYWONI,,,,False
ACFIXJIJDZMPPO,,,,False
DGVSIBCCYUVRNA,False,False,False,False
SENPVEZBRZQVST,,,,
XQSPYNMVSIKCOC,False,,False,False
JTEGQNOMFQHVDC,,,False,
IDBZKGQRLBFUFQ,False,False,False,False
BVIAOQMSVZHOJM,False,False,False,False
NWBJYWHLCVSVIJ,False,False,,False
QANMHLXAZMSUEX,False,False,False,False
HYVABZIGRDEKCD,,,False,
UZKQTCBAMSWPJD,,,False,
HPZMWTNATZPBIH,False,False,False,False
FSASIHFSFGAIJM,False,False,False,False
CKOMXBHMKXXTNW,False,False,False,False
HCGHYQLFMPXSDU,False,False,False,False
GFFGJBXGBJISGV,,,,
UASRYODFRYWBRC,,,False,False
DMJWGQPYNRPLGA,False,False,False,False
RFLVMTUMFYRZCB,False,False,False,
KIQMCGMHGVXDFW,False,False,False,False
XHBSBNYEHDQRCP,False,False,False,False
BYUOBSUZYQAFJM,False,False,False,False
FZWGECJQACGGTI,False,False,,False
VHPXSVXJBWZORQ,False,False,False,False
CLGFIVUFZRGQRP,False,False,False,False
MKUXAQIIEYXACX,,False,,
UYTPUPDQBNUYGX,,,False,
FDGQSTZJBFJUBT,,,,
WGRXVKRHIMUTPD,False,False,False,False
MCGSCOLBFJQGHM,False,,,False
KFQUAMTWOJHPEJ,False,False,False,False
RGJOEKWQDUBAIZ,,,,
XXFACTAYGKKOQB,,False,False,False
QRZHDHJUYBONQQ,,False,False,False
XQQIMTUYVDUWKJ,False,False,False,False
UVSYURUCZPPUQD,False,False,False,False
LJJHXRRUVASJDX,,False,False,False
GLVAUDGFNGKCSF,,,,
ICMSBKUUXMDWAQ,False,False,False,False
WTYYPLSFICPDGL,False,False,False,False
JNTOCHDNEULJHD,False,False,False,False
KDCGOANMDULRCW,False,False,False,False
ZJUKTBDSGOFHSH,,,,
ZUNBITIXDCPNSD,,,,False
MEFKEPWMEQBLKI,,,,False
BEPGTHDUUROBHM,False,False,False,False
HCAJQHYUCKICQH,False,False,,False
NDWAUKFSFFRGLF,False,False,False,False
OLXZPDWKRNYJJZ,,,,False
YKBGVTZYEHREMT,,,,
VGONTNSXDCQUGY,,,False,False
BXZVVICBKDXVGW,False,,False,
DYSDOYRQWBDGQQ,False,False,False,False
FPVKHBSQESCIEP,False,False,False,False
VNPWVMVYUSNFAW,,False,False,False
DAEAPNUQQAICNR,,,,False
CIKGWCTVFSRMJU,,,False,False
BKUSIKGSPSFQAC,,False,False,False
WIVGZDLLXCRANL,,False,False,False
KHWCHTKSEGGWEX,,,,False
LTFMZDNNPPEQNG,,,,False
PHNGFPPXDJJADG,,False,False,False
SUYVUBYJARFZHO,,,,
HAAZLUGHYHWQIW,,,False,False
UFJPAQSLHAGEBL,,False,False,False
AISVAXNALHBFPC,False,False,False,False
GFYLSDSUCHVORB,False,False,,False
UTAIYTHAJQNQDW,False,False,,False
WJNGQIYEQLPJMN,False,False,,False
ZDTFMPXQUSBYRL,False,False,False,False
SLEHROROQDYRAW,False,False,False,False
FPUGCISOLXNPPC,False,False,False,False
OVYNGSFVYRPRCG,False,False,False,False
SCNILGOVBBRMBK,False,False,False,
MFGPUMDDJCTHOI,,False,False,False
RYAFZRROCNNRFK,False,False,False,False
UYARPHAXAJAZLU,False,False,False,False
CWNMDMYGRVHXDR,False,False,False,False
QPVLKMICBYRPSX,False,False,False,False
XGYIMTFOTBMPFP,False,,,False
WUUGFSXJNOTRMR,,,,False
OGHAROSJZRTIOK,False,False,False,False
SYPRQIWERSQQNL,,False,False,False
FPGSEBKFEJEOSA,False,False,False,False
OIRDTQYFTABQOQ,,,,
NPSPRYXPOGPCPM,False,False,False,False
OCOLIMYIUOUURJ,False,False,False,False
BNZYRKVSCLSXSJ,False,False,False,False
GOSWTRUMMSCNCW,,,False,False
MIKUYHXYGGJMLM,False,False,False,False
BQOHYSXSASDCEA,,,,
VEDWXCWBMDQNCV,,False,False,False
MVMSCBBUIHUTGJ,,,False,
LQEBEXMHBLQMDB,,,False,
NYHBQMYGNKIUIF,,,False,
UGQMRVRMYYASKQ,,,False,
RSPURTUNRHNVGF,False,False,,False
UNUYMBPXEFMLNW,False,False,False,False
USVMJSALORZVDV,,,False,
VQAYFKKCNSOZKM,False,False,,False
WVGPGNPCZPYCLK,False,False,False,False
MRWXACSTFXYYMV,False,False,False,False
UOKVQQMBGVMXPU,False,False,False,False
VKGZCEJTCKHMRL,False,False,,False
UBORTCNDUKBEOP,,,,False
WHTCPDAXWFLDIH,,,,False
XTWYTFMLZFPYCI,,,,False
WFPZSXYXPSUOPY,,,,
SRNWOUGRCWSEMX,,,,
QGWNDRXFNXRZMB,,,False,
GRUFZTGABLSDFG,,False,False,False
HRUXIQZFNLQZQA,,False,False,False
JPXZQMKKFWMMGK,,,False,
VXMXKDAHJURHEN,,False,False,False
YMOPVQQBWLGDOD,,False,False,False
KMYWVDDIPVNLME,,False,False,False
WCNLOVDQFDDWLB,False,False,False,False
IVOMOUWHDPKRLL,,,,
ZOOGRGPOEVQQDX,,,False,
LNQVTSROQXJCDD,,,,False
AZRLZPIFEZUZLW,False,,,False
WMRIOGFRJLQENF,,False,False,
UBPVOHPZRZIJHM,,,False,
QDFHPFSBQFLLSW,False,False,False,False
IRLPACMLTUPBCL,,,,
OFBHPPMPBOJXRT,,,,False
XCADVMZZFPIERR,,,,False
UDMBCSSLTHHNCD,,,,
RQFCJASXJCIDSX,,,False,
ZDPUTNZENXVHJC,,False,False,False
GRSZFWQUAKGDAV,,,False,
OXCQKAQOLIIWJO,False,False,False,False
ZGNGGJLVZZHLQM,,,,False
ZKRFOXLVOKTUTA,,,False,False
DCTLYFZHFGENCW,,,,
WWMWAMFHUSTZTA,,,,False
OIMACDRJUANHTJ,False,False,False,False
YOAHKNVSNCMZGQ,,False,,False
QCICUPZZLIQAPA,,,,False
ZKHQWZAMYRWXGA,,,,
XKMLYUALXHKNFT,,,False,
HAEJPQIATWHALX,,,,False
CAEFEWVYEZABLA,,False,,False
DRAVOWXCEBXPTN,False,False,False,False
RGKBRPAAQSHTED,,False,False,False
UIJIQXGRFSPYQW,,,,False
WYWHKKSPHMUBEB,,,False,
BYXCFUMGEBZDDI,,,False,
OTSBKHHWSQYEHK,False,False,False,
NOFNCLGCUJJPKU,,,,
QFDRTQONISXGJA,,,,
MVOYJPOZRLFTCP,,,,False
HMLZLHKHNBLLJD,,,,
ODCYDGXXCHTFIR,False,False,False,False
GMSNIKWWOQHZGF,,False,False,False
LTQYPAVLAYVKTK,,,,False
YHNNPKUFPWLTOP,,,,False
PFWLFWPASULGAN,,,,
XJEJWDFDVPDMAS,False,False,False,False
RYYVLZVUVIJVGH,,,,
KSCFJBIXMNOVSH,False,False,False,False
KGQZGCIVHYLPBH,False,False,False,False
HXNFUBHNUDHIGC,False,False,False,
QUNWUDVFRNGTCO,,,,
BYPFEZZEUUWMEJ,False,False,False,
QGDOQULISIQFHQ,False,False,False,False
YAPQBXQYLJRXSA,,,,
ZFXYFBGIUFBOJW,,,,
LEHOTFFKMJEONL,,,,False
LRFVTYWOQMYALW,,,,False
CGWDNAFNQOBSCK,False,False,False,False
DHYLZDVDOQLEAQ,False,False,False,False
LDBTVAXGKYIFHO,False,False,False,False
MVYUVUOSXNYQLL,False,False,,
FTOAOBMCPZCFFF,False,False,False,False
HIMXGTXNXJYFGB,False,False,False,
UORJNBVJVRLXMQ,False,False,False,False
HNYOPLTXPVRDBG,,False,False,False
UZVHFVZFNXBMQJ,False,False,False,False
FWJKNZONDWOGMI,False,False,False,False
NPTGVVKPLWFPPX,False,False,False,False
XRECTZIEBJDKEO,False,False,False,
GHASVSINZRGABV,,,,
KQYVZLXCACFZRW,False,False,False,False
WQXNXVUDBPYKBA,,False,False,False
JSDBKAHWADVXFU,False,False,False,
SPQICHFDXHERAC,False,False,False,False
RFCQJGFZUQFYRF,False,False,False,False
SXUXMRMBWZCMEN,False,False,False,False
RDPUKVRQKWBSPK,False,False,False,False
UTQUILVPBZEHTK,False,False,,False
QRBUUDMCIOVDKY,False,False,False,False
PKYFHKIYHBRTPI,,,False,False
VUTBELPREDJDDH,,,False,False
LVILGAOSPDLNRM,False,False,False,False
JDBGXEHEIRGOBU,False,False,,False
FMKSMYDYKXQYRV,,,False,False
OFCNXPDARWKPPY,False,False,False,
HUTDUHSNJYTCAR,False,False,False,
CTSLUCNDVMMDHG,False,False,False,False
OIVLITBTBDPEFK,,,,
KEMCRVSPPRNENL,False,False,False,False
WPNJAUFVNXKLIM,False,False,False,False
DUDKAZCAISNGQN,False,False,False,False
PMXMIIMHBWHSKN,False,False,False,False
YSAUAVHXTIETRK,False,False,False,False
CZPWVGJYEJSRLH,False,False,False,False
RAPZEAPATHNIPO,False,False,False,
XLOMZPUITCYLMJ,False,False,False,False
RWQNBRDOKXIBIV,,,,
ISAKRJDGNUQOIC,,,,
ZXYAAVBXHKCJJB,False,False,False,False
WKSAUQYGYAYLPV,False,False,False,
PXQPEWDEAKTCGB,,,,False
FEYHMSUYKIMUAL,False,False,False,False
LUCHPKXVUGJYGU,False,False,False,False
CKTSBUTUHBMZGZ,,,,
MXHRCPNRJAMMIM,,,,
ODKNJVUHOIMIIZ,,False,,
SDUQYLNIPVEERB,False,,False,
XNKLLVCARDGLGL,False,,False,
IQFYYKKMVGJFEH,,,,
FTDHDKPUHBLBTL,,,,
UJLXYODCHAELLY,,,,False
QHWZTVCCBMIIKE,,,,False
NCMVOABPESMRCP,,,,
GYOZYWVXFNDGLU,,,,
JSRLJPSBLDHEIO,,,,False
RGWHQCVHVJXOKC,,,,
NHVNXKFIZYSCEB,,,,False
AHCYMLUZIRLXAA,,,,False
YXNIEZJFCGTDKV,False,False,False,False
ZPTBLXKRQACLCR,False,False,False,False
VQAJJNQKTRZJIQ,False,False,False,
ZAYHVCMSTBRABG,False,False,False,False
NMUSYJAQQFHJEW,False,False,False,
DATWFRMXXZBEPM,,False,False,False
CGPHZDRCVSLMCF,,False,False,False
DPJKHFICSGCNIR,,False,False,False
TXCIAUNLDRJGJZ,,,,
AOOQVSNKZOZOHI,False,False,False,False
UHDGCWIWMRVCDJ,,,,
FFPCARSBUVGIOB,,False,False,False
ZOSQFDVXNQFKBY,,,False,False
YSYKRGRSMLTJNL,,,False,
WNUWWHMCMPDGLG,,False,False,False
NIDVTARKFBZMOT,False,False,,False
FKCRAVPPBFWEJD,False,False,,False
PTJWIQPHWPFNBW,,,,
UAGYHIZGHDGMCY,False,False,False,False
DWRXFEITVBNRMK,False,False,False,False
DDWGQQADOIMFOI,,False,False,False
QGYFHZBDXXNYAX,,,False,False
DQQDLYVHOTZLOR,,,,
HSCJRCZFDFQWRP,,,,
CYKLRRKFBPBYEI,False,False,,
HDYANYHVCAPMJV,,,,
LFTYTUAZOPRMMI,,,,False
NQBRVZNDBBMBLJ,,,,False
NTMMCWJNQNKACG,,,,False
DRTQHJPVMGBUCF,,,,
WREGKURFCTUGRC,,,False,
ZWIADYZPOWUWEW,,,,
RZZPDXZPRHQOCG,,,,
WVIMUEUQJFPNDK,,,,
XCCTYIAWTASOJW,,,,
NMPZCCZXCOMSDQ,,False,False,False
HWDMHJDYMFRXOX,,,False,False
WCPTXJJVVDAEMW,False,False,False,False
QSJFDOVQWZVUQG,False,False,,False
UOOOPKANIPLQPU,,False,False,False
FOGRQMPFHUHIGU,,,,False
IERHLVCPSMICTF,,,,
XTZJKGIMUFZFBV,,False,False,False
KYOBSHFOBAOFBF,,,,
IGWHDMPTQKSDTL,False,False,False,False
DJJCXFVJDGTHFX,,,,
PCDQPRRSZKQHHS,,,,
PGAVKCOVUIYSFO,,,,
IUJDSEJGGMCXSG,,False,False,
XQCZBXHVTFVIFE,False,False,False,False
XBAVGYMDOXCWQU,False,False,False,False
LRSASMSXMSNRBT,,False,,
SHVCSCWHWMSGTE,False,False,False,False
ZRIHAIZYIMGOAB,False,False,False,False
VWFCHDSQECPREK,False,False,False,False
OPTASPLRGRRNAP,,False,,
NZXKDOXHBHYTKP,False,False,False,False
HWGBHCRJGXAGEU,False,False,False,False
WEXRUCMBJFQVBZ,False,False,False,
KNAHARQHSZJURB,False,False,False,
KQPKPCNLIDLUMF,False,False,False,False
JZRWCGZRTZMZEH,,,,
AYEKOFBPNLCAJY,,,,False
HZSAJDVWZRBGIF,,,,
VMEHOTODTPXCKT,,False,False,False
XOJDKWNFMFCXNE,False,False,False,False
VEBVPUXQAPLADL,False,False,False,
AMHCJQBKGMEAAJ,False,False,False,False
MBABOKRGFJTBAE,False,False,False,False
YERBBVNYIKLXDM,False,False,False,False
BJNBRIBHKLJMAG,False,False,False,False
VGRSISYREBBIAL,False,False,False,False
BNQDCRGUHNALGH,False,False,False,
PGGUOGKHUUUWAF,False,False,False,False
UFUVLHLTWXBHGZ,False,False,False,False
GOWRRBABHQUJMX,False,False,False,False
HKXLAGBDJVHRQG,False,False,False,False
PTKSEFOSCHHMPD,False,False,False,
WRMRXPASUROZGT,,,,False
FTLDJPRFCGDUFH,False,False,False,False
RMHMFHUVIITRHF,False,,False,False
BUJAGSGYPOAWEI,False,,False,False
WLTCKEHCTUYJGI,False,False,False,
AKGWUHIOEVNNPC,False,False,False,False
SBBWEQLNKVHYCX,False,False,False,False
MWZPENIJLUWBSY,False,False,False,False
AHLBNYSZXLDEJQ,False,False,False,False
HDOVUKNUBWVHOX,False,False,,False
FRYWGCQTDZARGT,False,False,False,False
LTKHPMDRMUCUEB,False,False,False,False
STHGEDCARBQXMJ,False,False,False,False
PAJPWUMXBYXFCZ,,False,False,False
WOXWUZCRWJWTRT,False,False,False,False
NILQLFBWTXNUOE,False,False,False,
SGRBVWIYXFFROW,False,False,False,False
DBYZWPUDPKAERO,False,False,False,False
MSBSJGQKNVMMQB,False,False,False,False
PSDIFPFBXWPVJN,False,False,False,False
MHWYRGPPKCKIQY,False,False,False,False
BRMWTNUJHUMWMS,False,,False,False
ZADWXFSZEAPBJS,False,False,False,False
PECYZEOJVXMISF,,False,False,False
GMKMEZVLHJARHF,,,,
KACPVQQHDVBVFC,,,,False
ZZLHPCSGGOGHFW,False,False,False,
ROHFNLRQFUQHCH,,,,
UQBOJOOOTLPNST,,,,
ZRHONLCTYUYMIQ,,,,False
WWJXRJJBIVSSNF,False,False,False,False
RPALEGQGCGCFCX,False,False,False,False
KSPQDMRTZZYQLM,False,False,False,False
WRFPVMFCRNYQNR,False,False,False,False
HOACIBQKYRHBOW,False,False,,False
YOEBAVRJHRCKRE,False,False,False,False
CDUUKBXTEOFITR,False,False,False,False
ZGUNAGUHMKGQNY,False,False,False,False
QWCKQJZIFLGMSD,,False,,False
ONTAOGAXMOTXQW,,False,False,False
SXTAYKAGBXMACB,False,False,False,False
SNDPXSYFESPGGJ,False,False,False,False
PIGOPELHGLPKLL,False,False,False,False
POYPKGFSZHXASD,False,False,False,False
NYPYHUZRZVSYKL,,,,False
ASBJGPTTYPEMLP,False,False,False,False
ACWBBAGYTKWBCD,False,False,False,False
PSBHIGYNXQIUQY,,False,False,False
YYLQUHNPNCGKJQ,False,False,False,False
LKZIEAUIOCGXBY,False,False,False,False
XDOFWFNMYJRHEW,False,False,,
ZRJHLGYVUCPZNH,,,,False
LGVJIYCMHMKTPB,False,False,False,False
DJMIFDZBCUUQJN,False,False,False,False
PFDUUKDQEHURQC,False,False,,False
PFWQSHXPNKRLIV,False,False,,False
JDHILDINMRGULE,,,False,False
XMTCKNXTTXDPJX,False,,False,False
XHSURMJJKAFELI,False,False,False,False
JSJJKZQTMZKNCS,False,False,False,False
ADVPTQAUNPRNPO,,False,,False
UFIVEPVSAGBUSI,,,,
UZTFMUBKZQVKLK,,False,,False
GADGMZDHLQLZRI,False,False,False,False
HSMNQINEKMPTIC,False,False,False,
MKYPKZSGLSOGLL,,,False,False
YHVFECVVGNXFKO,,False,False,
TUHVEAJXIMEOSA,,False,False,
ZMHLUFWWWPBTIU,False,False,,False
HBDWQSHEVMSFGY,,,,False
CYRKYXZJUIBBJX,,False,False,False
LJCWONGJFPCTTL,,False,False,False
JBNUARFQOCGDRK,,,False,False
ICSQZMPILLPFKC,False,False,False,False
FNEGJFDTWWXQES,,False,False,False
AOKCDAVWJLOAHG,,False,False,False
CEVQXWMPODOBRM,,False,False,False
KRKRAOXTGDJWNI,,False,False,False
HFXAFXVXPMUQCQ,False,False,False,False
IXZNKTPIYKDIGG,,,,False
OTIAVLWNTIXJDO,,False,False,False
HZXFAYOGIGTEDC,False,False,False,False
OWGKYELXGFKIHH,False,False,False,False
KIIBBJKLKFTNQO,,False,False,False
LFUCRBSGQMAKCO,,False,,False
YSMODUONRAFBET,,False,,False
WGXUDTHMEITUBO,,,False,
ODHCTXKNWHHXJC,,,,
OAORYCZPERQARS,False,False,False,False
FZXCPFJMYOQZCA,False,False,False,False
VIHGYLJIMMKSBR,False,False,False,False
KKMQGSAQSNGBOY,False,False,False,False
KDHHWXGBNUCREU,,False,False,False
OLPOUQMVOMXOGV,False,False,False,False
HGSOUJPIFSDBKJ,False,False,False,False
QNAYBMKLOCPYGJ,,,,
UXOWGYHJODZGMF,False,False,,
NUCLJNSWZCHRKL,,,,
XUHLIQGRKRUKPH,False,False,False,False
ILRYLPWNYFXEMH,,,,
AGPKZVBTJJNPAG,,,,
AYFVYJQAPQTCCC,,,,
GFXYTQPNNXGICT,,,,False
OYIFNHCXNCRBQI,,,,
HXAJMKJPBQFASJ,False,False,False,False
JFLIEFSWGNOPJJ,,,,False
ZGCVXINXGQLNFK,,False,False,False
WEKGHNWYEFXAQP,,False,False,False
JINBYESILADKFW,False,,False,False
UUDAMDVQRQNNHZ,False,False,False,False
ODKSFYDXXFIFQN,,,,
CCTIOCVIZPCTGO,,False,False,False
KDZOASGQNOPSCU,,,,False
ONYMEUPDKAAGRV,False,False,False,False
MIEILDYWGANZNH,,,False,False
DCXYFEDJOCDNAF,,,,
HOSWPDPVFBCLSY,,,,False
CKLJMWTZIZZHCS,,,,False
YTTRPBWEMMPYSW,False,False,False,False
AXRYRYVKAWYZBR,False,False,False,False
YQPHTLSGFSVOOM,False,False,False,False
